id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,number_of_reviews
28083134,Cozy Cambie Village Home,137334275,Kai,Fairview,49.25938,-123.11624,Entire home/apt,119,0
28086039,Cosy 2 Bedroom lower-level Suite - Sleeps 3!,212169049,Shurman,Hastings-Sunrise,49.27111,-123.03526,Entire home/apt,110,20
28105162,"Modern, bright 2-Bed Townhouse near Commercial Dr!",212302669,Linda,Grandview-Woodland,49.27094,-123.07373,Entire home/apt,245,21
28105954,Luxurious getaway in the heart of Vancouver,39942659,Aarun,Downtown,49.27835,-123.10962,Private room,150,38
28107117,Royal Crown,86609984,Kkk,Arbutus Ridge,49.24829,-123.15597,Entire home/apt,250,9
28110269,The Kensington Park House - Quick to downtown,212346198,Sarah,Victoria-Fraserview,49.23045,-123.06774,Entire home/apt,199,32
28111967,Downtown Heart+stunning view+1.5 bedroom apt,36238476,Rachel,Downtown,49.27894,-123.12096,Entire home/apt,200,0
28112516,Vancouver Kitsilano Townhome,212364797,Angela,Kitsilano,49.2701,-123.15816,Entire home/apt,301,51
28127771,"Quiet character home: 110"" tv & putting green!",19814452,Matthew,Sunset,49.21951,-123.08224,Entire home/apt,115,10
28127976,Best of Vancouver - 1 Bed In Great Location!,159525966,Brock,Downtown,49.27382,-123.12831,Entire home/apt,200,12
28133784,Cosy and spacious townhouse downtown (West End),212504336,Guy,West End,49.28284,-123.12684,Entire home/apt,167,4
28136866,Downtown Heart*Parking*Stunning View *1.5 BR apt,36238476,Rachel,Downtown,49.28165,-123.11936,Entire home/apt,287,20
28137681,Nice House in Vancouver,202618978,Ronaldo,Renfrew-Collingwood,49.25119,-123.04671,Private room,34,72
28138780,Surf Shack @ The 420 Friendly Ganja Yoga Retreat!,10527114,David,Mount Pleasant,49.26507,-123.10987,Private room,56,1
28151029,"Eclectic East Village, Modern / Heritage  home.",525761,Diane,Grandview-Woodland,49.27844,-123.0645,Entire home/apt,150,0
28154661,Downtown Vancouver - 2 Bedroom and Parking (R1),23977001,Emma,Downtown,49.27688,-123.11652,Entire home/apt,130,4
28158525,"spacious room,8mins to YVR, easy to DT, free pk #2",146948242,Wendy,Marpole,49.21575,-123.14241,Private room,70,106
28159705,"Cozy Suite w/Private  Bath&Entry, Central Location",212699586,Jin,Kensington-Cedar Cottage,49.25296,-123.08315,Private room,99,39
28161504,Cozy bedroom in a historical home by the beach,5132321,Tam,Kitsilano,49.2723,-123.16348,Private room,99,23
28164274,Amazing 1BR for a couple with a rooftop pool,15882368,Alesya,West End,49.28074,-123.13443,Entire home/apt,350,65
28179761,Modern Luxurious Escape in Vancouver,212837705,Sandra,Renfrew-Collingwood,49.25155,-123.03391,Entire home/apt,250,60
28181214,Guest House-1 Convenient to Downtown,211140738,Cora,Riley Park,49.25358,-123.09074,Private room,85,2
28181542,Guest House-3 Convenient to Downtown,211140738,Cora,Riley Park,49.25421,-123.08996,Private room,85,4
28184669,"Popular ""The Drive"" area! Close to skytrain",212876013,Phyllis,Grandview-Woodland,49.26564,-123.06799,Entire home/apt,144,69
28185781,Bright suite!  Large private parking!,212885570,Lauren,Mount Pleasant,49.26133,-123.08524,Entire home/apt,159,83
28195730,Guest House-2 Convenient to Downtown,211140738,Cora,Riley Park,49.2543,-123.09002,Private room,85,9
28205271,Downtown modern clean one bedroom,48432437,Michelle,Downtown Eastside,49.27978,-123.09808,Entire home/apt,250,17
28207765,OCEAN and MOUNTAIN VIEW,7704707,Charles,Kitsilano,49.27112,-123.15895,Entire home/apt,90,5
28208358,NEAR DOWNTOWN :  PRIVATE suite -*women/students,207470540,Mee Leng,Riley Park,49.23522,-123.10989,Private room,78,11
28210065,Cozy 1bed Suite by Playland in East Vancouver,20675391,Janice,Hastings-Sunrise,49.27631,-123.03392,Entire home/apt,75,101
28220710,Cosy Loft Room in East Vancouver,207405048,Morgan,Renfrew-Collingwood,49.23867,-123.04708,Private room,60,5
28223074,Central Location Private Entrance Suite w QueenBed,66507029,Marco,Sunset,49.23136,-123.07872,Entire home/apt,99,23
28223261,Vancouver Downtown Ocean Mountain View high rise,956722,Kylie,Downtown,49.27587,-123.13059,Private room,99,0
28223592,Close to Coal Harbor/ Amazing 1BR/ Parking,103182937,Philip,West End,49.28746,-123.12617,Entire home/apt,299,72
28225699,"Central, Convenient, Clean",213200485,Alisha And Sara,Downtown,49.28122,-123.1092,Entire home/apt,199,54
28225952,Close to downtown and restaurants,3153107,Amy,Marpole,49.21361,-123.11486,Private room,79,8
28228002,Sweet home in the heart of Olympic Village,177934008,Luis,Mount Pleasant,49.26847,-123.10583,Entire home/apt,121,2
28229609,Brand new 1 BR suite - modern and bright.,81204510,Laura,Kensington-Cedar Cottage,49.24237,-123.08086,Entire home/apt,90,32
28230803,Stylish Heritage Loft in the Heart of Downtown!,158823097,Andy,Downtown,49.27618,-123.1189,Entire home/apt,109,21
28233949,MEKONG STAR 4*,146383132,Amy,Killarney,49.21901,-123.04656,Entire home/apt,197,0
28247128,"Central Westside location, 7 min. walk to VGH, Gym",213226873,Dolores,Shaughnessy,49.25703,-123.12994,Private room,89,24
28248701,"Cozy,Quiet 1BR Home 15mins from Downtown Vancouver",213358660,Arlene,Renfrew-Collingwood,49.25205,-123.02422,Entire home/apt,130,11
28254665,New Single house Vancouver West     温哥华西区中心全新独立别墅,99444399,Terry,Kitsilano,49.25985,-123.16517,Entire home/apt,321,7
28256722,Vancouver Special Suite,13480596,Yvette,Hastings-Sunrise,49.28979,-123.04252,Entire home/apt,101,15
28261377,Sub Penthouse Sophistication in the Heart of all the Action,197838845,Asher,Downtown,49.28076,-123.12655,Entire home/apt,199,98
28280735,"8mins to YVR, one bus to downtown, free parking,#1",146948242,Wendy,Marpole,49.21687,-123.14135,Private room,79,112
28282137,The Garden Guest Suite / 2 bedrooms Apartment,84017415,Iliana,Shaughnessy,49.25421,-123.12773,Entire home/apt,160,49
28284669,West End Walkup - Little Room,113859003,Rodrigo,West End,49.2905,-123.13459,Private room,69,32
28287261,Private cozy room in perfect Downtown location,213626792,Juli,West End,49.28294,-123.12549,Private room,95,106
28287932,Brand New 2-Bedroom East Van Home,3923493,Anna,Kensington-Cedar Cottage,49.25198,-123.07251,Entire home/apt,199,1
28288458,Garden Guest Suite / 2 Bedrooms Apartment,84017415,Iliana,Shaughnessy,49.25457,-123.12936,Entire home/apt,160,53
28289281,Downtown Vancouver Get Away,213626792,Juli,West End,49.28392,-123.12502,Private room,86,79
28290422,12 mins Airport or Downtown Vancouver Guest Suite,213652016,Balbir,Victoria-Fraserview,49.22924,-123.05402,Entire home/apt,166,9
28309631,MODERN MOUNT PLEASANT 1BR LOFT W/ PARKING,1340389,Susan,Mount Pleasant,49.26638,-123.09838,Entire home/apt,175,7
28310773,丽莎旅舍,93972030,Lisa,Marpole,49.21271,-123.14009,Private room,99,4
28311114,Lux Room 1 in GreyStone House,206738192,Will,Kerrisdale,49.22209,-123.14572,Private room,90,5
28314042,STUNNING + LUXURIOUS CONDO (parking available),2300898,Jane,Downtown,49.2789,-123.1081,Entire home/apt,250,29
28315970,Huge Room @ central location. Easy access. Main st,213831661,Lorenzo,Riley Park,49.24533,-123.10119,Private room,150,18
28317472,Contemporary Vancouver Living On The Park!,2021485,Geoff,Downtown Eastside,49.27792,-123.08442,Entire home/apt,200,2
28318264,Metis - Downtown,4492755,Ares,Downtown,49.27847,-123.12306,Entire home/apt,150,65
28320956,Garden Suite w/Private Entrance @ Main & King Ed.,111858301,Ada,Riley Park,49.2495,-123.09774,Entire home/apt,87,52
28323945,Cozy 2-Bed Family Home with garden paradise!,163369799,Colin,Hastings-Sunrise,49.28423,-123.0469,Entire home/apt,301,5
28331525,Kelly's Green House,213933538,Kelly,Riley Park,49.24997,-123.0968,Entire home/apt,150,49
28333090,Stylish up to 5 beds with the fantastic views,48014148,James,Downtown Eastside,49.28026,-123.10963,Entire home/apt,299,80
28334569,Savor Unforgettable City and Mountain Views from the Terrace,42525507,Allison,Downtown Eastside,49.28224,-123.08473,Entire home/apt,166,49
28340355,Cozy 3BDR Suite near Queen Elizabeth Park,51759019,Jason,Riley Park,49.24694,-123.10552,Private room,301,12
28345422,Vancouver Special2,156723063,Lan,Riley Park,49.24687,-123.10099,Private room,75,26
28360535,Centre Downton Vancouver Condominium,126509672,Yue,Downtown,49.28407,-123.11547,Entire home/apt,85,4
28362315,A little cozy & cute gem in Vancouver,214141922,Robetty,Killarney,49.22711,-123.02648,Entire home/apt,114,12
28363319,Vancouver Special off Main Street,156723063,Lan,Riley Park,49.24671,-123.10181,Private room,75,24
28364428,Gorgeous executive suite,95217850,Mauricio,Downtown,49.2788,-123.12069,Entire home/apt,121,4
28365823,Dunbar (southlands) new house with a 2 bed suite,15775390,Hark,Dunbar Southlands,49.23242,-123.1935,Entire home/apt,150,27
28370783,"Cozy suite w/separate entrance, quick access to DT",214197966,Lisa,Sunset,49.22616,-123.10531,Entire home/apt,101,22
28374232,Downtown City Centre  LOCATION Business District,97674864,Anna And Dean,Downtown,49.2827,-123.11807,Entire home/apt,101,0
28382347,"Beautiful Master bedroom, quick access to DT & YVR",214197966,Lisa,Sunset,49.22616,-123.10448,Private room,65,21
28386926,Vancouver Apartment,204648517,Slahadin,Downtown,49.28161,-123.11876,Entire home/apt,200,0
28387836,Fantastic Loft Townhouse near Gastown & Stadiums!,122773552,Jo,Downtown,49.2804,-123.11142,Entire home/apt,146,14
28389248,"Trendy 2brm, sleeps 5, central location, Parking!!",214329483,Tamara,West End,49.27705,-123.13274,Entire home/apt,199,89
28390229,Eclectic Two-Bedroom Suite in Victorian Duplex,57488206,Jessi,Hastings-Sunrise,49.28227,-123.05627,Entire home/apt,105,3
28404162,Dazzling Sunset Beach Waterview Designer Chic Apt!,4177214,Phillip,West End,49.27705,-123.1339,Entire home/apt,301,48
28412613,Meg's Place,58880535,Megan,Riley Park,49.2507,-123.10697,Entire home/apt,85,55
28415508,Vancouver城市屋,84416513,Selina,Kerrisdale,49.23271,-123.15471,Private room,50,0
28425706,Vancouver House with Large Rooftop Patio,22211906,Aaron,Sunset,49.22671,-123.09441,Entire home/apt,250,2
28431268,"190  ""THE HUB""  Main Street 2 bedroom 2 bath",600607,Bruce,Mount Pleasant,49.26171,-123.10042,Entire home/apt,99,0
28431516,Stunning 2bed/2bath Downtown Condo With Parking!,80319035,Jenn,Downtown,49.27729,-123.13009,Entire home/apt,240,7
28436689,Large Modern Cozy Kitsilano Gem close to beach!!,45841913,Mackenzie,Kitsilano,49.2699,-123.16921,Entire home/apt,330,28
28438792,Modern spacious room in central location. Main St,213831661,Lorenzo,Riley Park,49.24717,-123.10192,Private room,101,15
28443544,Huge room 4 in Greystone House,206738192,Will,Kerrisdale,49.22277,-123.14444,Private room,140,10
28444036,Take Vancouver’s Skytrain from a Historic Home on the Drive.,51547880,Ben,Grandview-Woodland,49.2662,-123.06275,Entire home/apt,279,49
28446375,Lux room 2 with private bath,206738192,Will,Kerrisdale,49.22265,-123.14421,Private room,101,4
28459927,Beautiful Modern Mid Century Clean Designer House,214834352,Lobel,Kensington-Cedar Cottage,49.2366,-123.07437,Entire home/apt,399,21
28461281,Best Penthouse in the City! License # (Phone number hidden by Airbnb),213938301,Minna,Downtown,49.28021,-123.10912,Entire home/apt,750,19
28462085,Vancouver Kits Garden Suite,12907932,Marty,Arbutus Ridge,49.25771,-123.17502,Entire home/apt,166,36
28462644,Brand New Condo with Ocean & Mountain Views,19201130,Stephanie,Downtown Eastside,49.28069,-123.08233,Entire home/apt,200,4
28463030,"BRIGHT, BEAUTIFUL, CENTRAL DOWNTOWN LOCATION",214861415,Stefanie,Downtown,49.27725,-123.12056,Entire home/apt,79,6
28463109,FULLY FURNISHED 2 BEDROOM IN THE HEART OF YALETOWN,72217313,Aleya,Downtown,49.27401,-123.12528,Entire home/apt,166,2
28463228,YALETOWN private room,53851701,Elia,Downtown,49.27282,-123.11624,Private room,50,3
28464480,185 Kits Point with garden patio-ok  long term!,600607,Bruce,Kitsilano,49.27333,-123.1501,Entire home/apt,75,0
28466218,Great Location Great Apartment Great Reviews,214851892,Janet,Downtown,49.28014,-123.12311,Entire home/apt,200,108
28470992,Modern Garden Suite in the Heart of Vancouver,3731102,Karen,Riley Park,49.25496,-123.11061,Entire home/apt,79,2
28486232,New 2 BRs Suite just mins from Skytrain Station,215017494,Sunny,Marpole,49.21274,-123.1209,Entire home/apt,119,205
28486668,Guest Room-1 convenient to Downtown,211140738,Cora,Riley Park,49.25293,-123.09027,Private room,85,2
28489939,"Garden View Suite-Minutes to Beach, Downtown, UBC",142327785,Joe,West Point Grey,49.26137,-123.19209,Entire home/apt,139,41
28498818,Bright apartment in the heart of Commercial Drive,14294424,Kristin,Grandview-Woodland,49.26796,-123.07093,Entire home/apt,150,0
28498855,Private room with a view on the Vancouver skyline,4185719,Flo,Downtown,49.27847,-123.10768,Private room,90,36
28513089,Charming and cozy home in central Vancouver,215209017,Maria,Mount Pleasant,49.25725,-123.07963,Entire home/apt,124,12
28513700,Beautiful Townhouse Queensize bedroom in Kitsilano,42360415,Patrycja,Kitsilano,49.26738,-123.14861,Private room,101,8
28515801,Gorgeous furnished condo rental  Apartment,95217850,Mauricio,Downtown,49.27869,-123.11868,Entire home/apt,3600,0
28515889,Trendy Main Street Guest Suite,42380058,G Elizabeth,Riley Park,49.24859,-123.09883,Entire home/apt,130,27
28522180,Beautiful Kits Apt - 10min Walk to Kits Beach!,198092599,Bryan,Kitsilano,49.26422,-123.15433,Entire home/apt,200,40
28522360,Guest Room-2 convenient to Downtown,211140738,Cora,Riley Park,49.25288,-123.09186,Private room,85,3
28522504,Guest Room-3 convenient to Downtown,211140738,Cora,Riley Park,49.25469,-123.09005,Private room,85,1
28522820,Guest Room-4 convenient to Downtown,211140738,Cora,Riley Park,49.2551,-123.09159,Private room,85,11
28522963,Guest Room-6 convenient to Downtown,211140738,Cora,Riley Park,49.2528,-123.09154,Private room,85,9
28525400,West Georgia St. Prime downtown location.,127559870,Noya,West End,49.28853,-123.1303,Private room,136,37
28528204,❤️of Downtown Stunning Water View 2 mins 2 Gastown,18165744,Simba,Downtown,49.27873,-123.10568,Entire home/apt,101,78
28544724,Living in Style - Room D,189413853,Irene,Hastings-Sunrise,49.27855,-123.02601,Private room,101,4
28545482,luxury villa in city centre,96715174,Dai,Shaughnessy,49.24717,-123.12955,Entire home/apt,650,23
28551134,Luxurious Vancouver townhouse,89901837,Pardeep,Kensington-Cedar Cottage,49.25833,-123.06047,Entire home/apt,180,36
28562262,Fabulous Centrally Located Heritage House,2455412,James,Hastings-Sunrise,49.28423,-123.04926,Entire home/apt,310,0
28563877,Luxury brand new 5 bedroom house in Vancouver,215576787,My,Renfrew-Collingwood,49.23403,-123.0322,Entire home/apt,299,56
28565442,The House Room#1,141360456,Leo,Renfrew-Collingwood,49.24018,-123.04968,Private room,34,18
28570291,Dunbar Home,141784887,Tony,Dunbar Southlands,49.24802,-123.17875,Private room,101,0
28577877,Downtown Vancouver Penthouse w/ large patio,32621754,Eric,Downtown,49.27656,-123.13122,Entire home/apt,200,10
28582664,"Wonderful Downtown Condo, Great Views, Location",63972929,Marcus,Downtown,49.27844,-123.11054,Entire home/apt,79,41
28583815,Entire Vancouver 5 ★ with huge patio & fr/parking,79681152,Sarah,Grandview-Woodland,49.26243,-123.07485,Entire home/apt,150,78
28586415,The 'Couv Cottage,144027062,Jay,Hastings-Sunrise,49.29002,-123.05413,Entire home/apt,110,17
28605400,Vancouver Pent House Condominium,63645636,Jess,Downtown,49.27841,-123.11702,Entire home/apt,143,1
28608224,Spacious & Modern Vancouver Condominium,4384273,Kevin,Downtown Eastside,49.28281,-123.09151,Entire home/apt,200,19
28615212,Cozy Private Master King Bedroom Near UBC,215964531,Daniel,West Point Grey,49.2678,-123.21329,Private room,101,25
28615693,Luxury Townhouse Living in False Creek,7074827,Leanne,Mount Pleasant,49.27089,-123.10349,Entire home/apt,301,2
28618009,Little Blue Bungalow in the Garden Area,84017415,Iliana,Shaughnessy,49.25352,-123.12911,Entire home/apt,90,20
28621184,1 BEDROOM OWN PRIVATE WASHROOM IN KITS TOWNHOUSE.,149739236,Tania,Kitsilano,49.26465,-123.161,Private room,99,64
28622611,1 MASTER BEDROOM TOP FLOOR W/PVT WASHROOM IN KITS,149739236,Tania,Kitsilano,49.26349,-123.16098,Private room,121,36
28631552,Private Room in Mount Pleasant - Walk to Skytrain,40181177,Christina,Mount Pleasant,49.25897,-123.10697,Private room,150,28
28646180,"Modern, Comfortable Double Bedroom near UBC",215964531,Daniel,West Point Grey,49.26758,-123.21537,Private room,101,17
28658718,Spectacular Skyline View 2 Bdrm Luxury Condo DT,215689733,Paul,West End,49.28231,-123.1245,Entire home/apt,301,38
28667165,Casa Gladstone,32304839,Daniel,Kensington-Cedar Cottage,49.25195,-123.06039,Private room,90,0
28667940,Charming Spacious Garden Cottage - West Point Grey,215884201,Shaun,West Point Grey,49.26142,-123.21378,Entire home/apt,180,53
28669628,Kitsilano: Sweet Patio and Well Equipped Home,1919050,Jennifer,Kitsilano,49.26738,-123.16586,Entire home/apt,200,0
28674312,☆Modern & Stylish☆ 1BR Apartment in Sunset-Central,81163622,Shafik,Sunset,49.2244,-123.09976,Entire home/apt,115,29
28674567,Gorgeous heart of downtown Vancouver/beach condo,206058087,Kay,Downtown,49.27509,-123.13333,Entire home/apt,199,59
28689175,"Cozy Apt Central of Downtown Vancouver,FREE Parkin",216434388,Nikki,Downtown,49.27925,-123.12055,Entire home/apt,135,67
28691819,Newly renovated condo with Parking!,27672355,Mitsuko,Downtown,49.28024,-123.12479,Entire home/apt,83,5
28697899,Modern and Sleek Vancouver Home,158355272,Ben,Renfrew-Collingwood,49.26007,-123.05359,Entire home/apt,199,119
28701400,"Brand new, bright & cozy Trendy East Village house",16219659,Ben,Hastings-Sunrise,49.2807,-123.05221,Entire home/apt,150,37
28715022,189 Harbourside Park View 1 bedroom,600607,Bruce,Downtown,49.29003,-123.12479,Entire home/apt,93,0
28718335,New suite w/all amenities-convenient+ quiet locale,173401137,Michelle,Dunbar Southlands,49.25456,-123.1788,Entire home/apt,150,3
28719772,"Two bed, Two bath Condo in Downtown Vancouver",7748305,Yusu,Downtown,49.27812,-123.1291,Entire home/apt,301,21
28720421,Vancouver close to Downtown and Hospitals,83812330,Brenda,South Cambie,49.25254,-123.12539,Private room,56,12
28722085,LUXURIOUS ❤️8 BR+6 BA in Central Van ❤️Jacuzzi+Sauna,216657317,Annie & Lynn,Oakridge,49.22463,-123.13631,Entire home/apt,1086,40
28722542,DOWNTOWN/PERFECT LOCATION/2BR+SOLAR/POOL+SAUNA+GYM,216660685,Je,Downtown,49.27904,-123.10808,Entire home/apt,250,82
28734753,The Very Heart of Downtown Vancouver,62861076,Marvin,Downtown,49.27871,-123.12757,Entire home/apt,70,34
28740196,Napier Garden Studio - Commercial Drive,213384422,Amy,Grandview-Woodland,49.27403,-123.06556,Entire home/apt,101,61
28754422,"Ocean View Luxury 4BR House/near DT, Beach & UBC",142327785,Joe,West Point Grey,49.26102,-123.19171,Entire home/apt,600,5
28760438,"Cozy 2-bdrm Suite, prime location Vancouver",212146549,Sam,Killarney,49.23094,-123.02537,Entire home/apt,138,25
28762596,Vancouver Garden Suite,18164217,Jamie,Kitsilano,49.26288,-123.18504,Entire home/apt,275,0
28782012,"Downtown, Vancouver  Master Room.",217096829,Lenin,Downtown,49.27947,-123.10856,Private room,81,4
28785104,downtown city centre female only 2min subway stn,42886229,Cc,Downtown,49.27988,-123.11843,Private room,170,0
28806656,* 3 Bedroom Executive Suite -  Wall Centre - A/C *,51853885,Laura C,Downtown,49.28062,-123.12684,Hotel room,555,29
28809979,Boho beach ave appt,11885656,Sahara,West End,49.2768,-123.13429,Entire home/apt,159,51
28814377,A modern concrete loft in Historic Gastown!,27672355,Mitsuko,Downtown Eastside,49.28238,-123.103,Entire home/apt,72,3
28815819,Spacious New Home - Cool East Side Vancouver,8566901,Jessica,Kensington-Cedar Cottage,49.24211,-123.08324,Entire home/apt,200,3
28833943,Enjoy central Vancouver spacious apartment,143937430,Stephanie,Fairview,49.26064,-123.13977,Entire home/apt,79,42
28836124,Small Private Room,9341671,Rossina,Downtown,49.28378,-123.11688,Private room,60,0
28838448,"Spacious bedroom, quick access to DT & YVR",214197966,Lisa,Oakridge,49.22607,-123.10661,Private room,56,36
28842225,Cozy suite central location. Busy st w restaurants,213831661,Lorenzo,Riley Park,49.24705,-123.10046,Private room,95,21
28842446,Small unit in the heart of Vancouver,217494318,Lan,Kensington-Cedar Cottage,49.24479,-123.06502,Entire home/apt,130,0
28843788,Luxury and comfort in the Heart of Vanvouver,217502032,Ts,Downtown Eastside,49.2805,-123.10895,Entire home/apt,279,52
28844693,Vancouver House 1,72808010,Stanley,Renfrew-Collingwood,49.23506,-123.0503,Private room,56,1
28844782,Luxury Studio Flat Downtown Vancouver,137201906,Alireza,Downtown,49.27579,-123.13157,Entire home/apt,121,23
28845287,Simply Amazing Executive Condo in Downtown,29271480,Jason,Downtown,49.2842,-123.11623,Entire home/apt,79,31
28857943,Relaxing 2BR Home Near Skytrain,217580846,Clarita,Renfrew-Collingwood,49.24039,-123.03181,Entire home/apt,48,60
28873745,Modern and Relaxing Private Garden Studio,217688368,Arleen,Mount Pleasant,49.26161,-123.08707,Entire home/apt,90,36
28876782,Lisa Home,217703088,Arabella,Marpole,49.21137,-123.14254,Private room,110,1
28893306,Vancouver House 2,72808010,Stanley,Renfrew-Collingwood,49.23527,-123.04834,Private room,56,2
28908825,Bedroom in beautiful Kitsilano neighbourhood,12084581,Sophie,Kitsilano,49.26461,-123.15765,Private room,60,7
28910369,1 BR + Den Apartment in Downtown - Free Parking,216869949,Natalia,Downtown,49.27915,-123.12869,Entire home/apt,250,31
28931610,City Center Condo in Heart of Downtown Vancouver,25363470,Jayden,Downtown,49.28361,-123.11804,Entire home/apt,50,8
28931883,Spacious Home in City Centre,92688210,Aman & Kiran,Sunset,49.21785,-123.09583,Entire home/apt,499,12
28933584,"Burrard Bridgenest, Prime Location by Sunset Beach",4177214,Phillip,West End,49.27742,-123.13482,Entire home/apt,299,52
28934999,Stylish & Unique Gastown Loft - monthly rental,19173967,Mimi,Downtown Eastside,49.28341,-123.10451,Entire home/apt,220,19
28938366,Bright Mount Pleasant Condo,6163969,Alexander,Mount Pleasant,49.25986,-123.09468,Entire home/apt,75,1
28938867,Small Room @ The 420 Friendly Ganja Yoga Retreat!,10527114,David,Mount Pleasant,49.26519,-123.11051,Private room,40,3
28940017,Private room in Stylish Country Home by UBC,79379,Pushpa,West Point Grey,49.26126,-123.21224,Private room,64,3
28940987,Medium Room @ The 420 Friendly Ganja Yoga Retreat!,10527114,David,Mount Pleasant,49.26482,-123.10978,Private room,45,5
28941586,Under the Tree,218159790,Sally,Shaughnessy,49.24609,-123.14343,Entire home/apt,97,0
28942942,Little-East Private bedroom close to transit,12310952,Cléo & Carl,Marpole,49.21247,-123.11132,Private room,34,1
28966438,East Van Light Filled Lane / Garage House,34897714,Laura,Kensington-Cedar Cottage,49.25033,-123.07855,Entire home/apt,150,27
28977198,Guest House-6 Convenient to Downtown,211140738,Cora,Riley Park,49.25272,-123.09138,Private room,85,0
28981865,Charming & Cozy Garden-level space,56636856,Tara,Kensington-Cedar Cottage,49.25172,-123.08438,Entire home/apt,101,34
28981981,Luxurious 2 bedrooms+den/2bathrooms,40246676,Andreea,Downtown,49.27791,-123.10669,Hotel room,150,4
28983416,"Beautiful cozy bedroom w/Fireplace, near the beach",73875725,Rosie Mae,West Point Grey,49.27052,-123.21236,Private room,65,11
28986945,Master bedroom with own bathroom and kitchenette,12310952,Cléo & Carl,Marpole,49.21215,-123.11145,Private room,45,0
28987551,South-West Private bedroom close to transit,12310952,Cléo & Carl,Marpole,49.21286,-123.11282,Private room,34,0
28987554,South-East Private bedroom in Super-Host house,12310952,Cléo & Carl,Marpole,49.21387,-123.11193,Private room,34,4
29011621,Spacious Private Suite in center of Vancouver,209753119,Kelvin,Shaughnessy,49.23519,-123.1356,Private room,170,3
29012538,Spacious Vancouver Haven,15116519,Laura,Riley Park,49.23593,-123.11417,Private room,48,25
29013359,Beautiful Downtown Condo - Perfect Location,218678633,Ana,Downtown,49.27905,-123.11947,Entire home/apt,179,36
29015383,one bedroom in heart of downtown.,141778280,Kevin,West End,49.28216,-123.12487,Entire home/apt,139,49
29015803,Romantic Upscale Loft In Central Downtown Location,69342399,Justin,Strathcona,49.27611,-123.09865,Entire home/apt,150,44
29018083,Secret Gem Across from Stanley Park - Corner Unit,218709821,Brenda,West End,49.29264,-123.13559,Entire home/apt,98,5
29030315,"Ocean View Luxury Suite - Minutes to Downtown, UBC",142327785,Joe,West Point Grey,49.26119,-123.19056,Private room,139,14
29031906,"Mountain View Comfortable BedRM Near Downtown, UBC",142327785,Joe,West Point Grey,49.26275,-123.19167,Private room,101,11
29032138,Bunniya #Sunny Room,218797364,Vivienne,Victoria-Fraserview,49.21252,-123.05686,Private room,50,11
29032716,"Patio View Comfortable Bedroom near UBC, Downtown",142327785,Joe,West Point Grey,49.26312,-123.19073,Private room,101,23
29037225,Central downtown 2 bedroom condo,3092935,Brad,Downtown,49.28015,-123.12513,Entire home/apt,128,4
29038225,Private room in center of Vancouver,209753119,Kelvin,Shaughnessy,49.23519,-123.13673,Private room,121,2
29038663,Vancouver Shaughnessy Guest Home(29sq.m.),205375796,Shuang,Shaughnessy,49.23583,-123.14385,Private room,87,37
29038862,Downtown Vancouver (Yaletown) Quiet Master Bedroom,125368592,Fox,Downtown,49.27919,-123.12035,Private room,49,96
29039381,Sweeping City Views in a Luxury Condo w/Parking!,171865505,Sandy,Downtown,49.27822,-123.10767,Entire home/apt,328,82
29041335,Bunniya #Rose Room,218797364,Vivienne,Victoria-Fraserview,49.21148,-123.05557,Private room,36,13
29052725,"Beautiful 2 bedroom suite /w view, close to UBC",8926556,Bryony,Dunbar Southlands,49.22756,-123.20287,Entire home/apt,175,23
29058383,"Modern Main St Lane Home-Parks, Shops, Food/Drink",211674968,Philippa,Riley Park,49.24206,-123.09569,Entire home/apt,150,0
29058387,Downtown! Close to everything! 1 Bedroom + Parking,218974882,Sarah,Downtown,49.27916,-123.10834,Entire home/apt,269,120
29061384,The Elephant room,92060149,Rick,Sunset,49.2202,-123.09552,Private room,40,51
29061473,Newly built modern 4-BR house in Cambie Village,218698436,Justin,Riley Park,49.25485,-123.10807,Entire home/apt,501,17
29061757,The Giraffe Room,92060149,Rick,Sunset,49.22029,-123.09565,Private room,34,17
29061885,The Lion Room,92060149,Rick,Sunset,49.22158,-123.09388,Private room,53,45
29062988,"Cozy Morden 2BR near UBC
STR (Phone number hidden by Airbnb)",219009053,Tinkle,Dunbar Southlands,49.25133,-123.18801,Private room,160,19
29063024,Private Guest suite in Kerrisdale,219009606,Elizaveta,Arbutus Ridge,49.23806,-123.16507,Entire home/apt,83,75
29079478,Beautiful Loft in the <3 of Commercial Dr.,43472983,James,Grandview-Woodland,49.26494,-123.07045,Entire home/apt,209,6
29084778,Vancouver House - 2 rooms,72808010,Stanley,Renfrew-Collingwood,49.23404,-123.04844,Private room,110,0
29101935,LOFT IN HISTORIC GASTOWN,119721827,Baram,Downtown Eastside,49.28301,-123.10379,Private room,128,33
29102283,"Unit in a house w/ private bathroom+entrance 語 ,國語",191051628,Leon,Victoria-Fraserview,49.21347,-123.07009,Entire home/apt,89,14
29131502,Bright and Modern 1 Bed Penthouse,86630698,Sharon,Downtown Eastside,49.28196,-123.08324,Entire home/apt,95,25
29149436,Lisa lovely little house,127453218,Yan,Hastings-Sunrise,49.28834,-123.04873,Private room,68,25
29154776,Downtown Vancouver Luxurious Suite - Beach & Shop,79287784,Aaron,West End,49.28263,-123.12633,Entire home/apt,180,66
